marka,model,raw_real_count,train_real_count,unique_year_count,min_year,max_year,min_km,median_km,max_km,min_price,median_price,max_price,price_cv,price_age_corr,current_hp_support,current_hp_source,current_hp_method,source_distribution,arabam_count,kaggle_count,in_ui_catalog,synthetic_candidate,priority,recommended_synthetic_count,reason,synthetic_safe,safety_reason,interpolation_year_range,interpolation_km_range,interpolation_price_range
Hyundai,H 1,17,17,4,2008.0,2011.0,100000.0,210000.0,456000.0,350000.0,565000.0,1100000.0,0.2964,-0.2212,17,brand_model,theil_sen,arabam=17,17,0,True,True,MEDIUM,4,17 gercek egitim kaydi (ham: 17). fiyat araligi cok genis (max/min=3.1x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=17).,True,,2008-2011,"100,000-456,000","350,000-1,100,000"
Mercedes - Benz,EQC,17,17,4,2020.0,2023.0,15000.0,71000.0,128000.0,2765000.0,3450000.0,4625000.0,0.132,-0.7087,17,brand_model,theil_sen,arabam=17,17,0,True,True,MEDIUM,4,"17 gercek egitim kaydi (ham: 17). premium fiyat segmenti (medyan 3,450,000 >= p90 esigi 3,375,000); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=17).",True,,2020-2023,"15,000-128,000","2,765,000-4,625,000"
Lada,VAZ,19,18,9,1986.0,2004.0,17000.0,199500.0,400000.0,80000.0,136250.0,250000.0,0.3005,0.2406,18,brand_model,theil_sen,"arabam=14, kaggle=5",14,5,True,True,MEDIUM,3,"18 gercek egitim kaydi (ham: 19). fiyat araligi cok genis (max/min=3.1x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 136,250 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=14).",True,,1986-2004,"17,000-400,000","80,000-250,000"
Renault,Safrane,18,18,8,1992.0,2001.0,179881.0,313275.0,436000.0,99500.0,232250.0,620000.0,0.4629,-0.2179,18,brand_model,theil_sen,"arabam=13, kaggle=5",13,5,True,True,MEDIUM,3,"18 gercek egitim kaydi (ham: 18). fiyat araligi cok genis (max/min=6.2x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 232,250 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=13).",True,,1992-2001,"179,881-436,000","99,500-620,000"
Subaru,Levorg,18,18,4,2015.0,2018.0,106000.0,165500.0,236000.0,915000.0,1273875.0,1695000.0,0.1719,-0.3361,18,brand_model,theil_sen,"arabam=8, kaggle=10",8,10,True,True,MEDIUM,6,18 gercek egitim kaydi (ham: 18). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir).,True,,2015-2018,"106,000-236,000","915,000-1,695,000"
BYD,Han,21,19,2,2024.0,2025.0,6001.0,17561.0,53108.0,3019900.0,3550000.0,4000000.0,0.0627,-0.4299,19,brand_model,theil_sen,"arabam=18, kaggle=3",18,3,True,True,MEDIUM,3,"19 gercek egitim kaydi (ham: 21). premium fiyat segmenti (medyan 3,550,000 >= p90 esigi 3,375,000); model yili cesitliligi cok dusuk (2 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=18).",True,,2024-2025,"6,001-53,108","3,019,900-4,000,000"
Daihatsu,Applause,19,19,5,1990.0,2003.0,79000.0,250000.0,700000.0,42000.0,100000.0,169000.0,0.3198,-0.1412,19,brand_model,theil_sen,"arabam=9, kaggle=10",9,10,True,True,MEDIUM,3,"19 gercek egitim kaydi (ham: 19). fiyat araligi cok genis (max/min=4.0x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 100,000 <= p25 esigi 320,000).",True,,1990-2003,"79,000-700,000","42,000-169,000"
Volvo,S70,19,19,4,1997.0,2000.0,178000.0,340000.0,650000.0,100000.0,310000.0,463000.0,0.2972,0.1046,19,brand_model,theil_sen,"arabam=10, kaggle=9",10,9,True,True,MEDIUM,3,"19 gercek egitim kaydi (ham: 19). fiyat araligi cok genis (max/min=4.6x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 310,000 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=10).",True,,1997-2000,"178,000-650,000","100,000-463,000"
Kia,Niro,10,10,3,2017.0,2024.0,10601.0,68150.0,207000.0,1110000.0,1582000.0,1899999.0,0.1798,-0.9618,10,brand_model,theil_sen,arabam=10,10,0,True,True,LOW,0,10 gercek egitim kaydi (ham: 10). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=10).,True,,2017-2024,"10,601-207,000","1,110,000-1,899,999"
Volvo,C40,10,10,3,2022.0,2024.0,18500.0,49750.0,82000.0,2325000.0,2557500.0,2915000.0,0.0822,-0.5519,10,brand_model,theil_sen,arabam=10,10,0,True,True,LOW,0,10 gercek egitim kaydi (ham: 10). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=10).,True,,2022-2024,"18,500-82,000","2,325,000-2,915,000"
Rover,620,11,11,4,1995.0,1998.0,210000.0,308000.0,408000.0,125000.0,250000.0,352500.0,0.287,0.1757,11,brand_model,theil_sen,"arabam=4, kaggle=7",4,7,True,True,LOW,0,"11 gercek egitim kaydi (ham: 11). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 250,000 <= p25 esigi 320,000).",True,,1995-1998,"210,000-408,000","125,000-352,500"
Toyota,Land Cruiser,19,11,9,1986.0,2006.0,247000.0,367000.0,567000.0,1050000.0,1395000.0,2450000.0,0.2649,-0.4466,11,brand_model,theil_sen,arabam=19,19,0,True,True,LOW,0,11 gercek egitim kaydi (ham: 19). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=19).,True,,1986-2006,"247,000-567,000","1,050,000-2,450,000"
Jaguar,I-Pace,12,12,5,2018.0,2022.0,45000.0,95750.0,179999.0,2000000.0,2522500.0,3550000.0,0.1748,-0.8052,12,brand_model,theil_sen,arabam=12,12,0,True,True,LOW,0,12 gercek egitim kaydi (ham: 12). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=12).,True,,2018-2022,"45,000-179,999","2,000,000-3,550,000"
Opel,Astra-e,13,12,3,2023.0,2025.0,15970.0,20786.0,63000.0,1490000.0,1699950.0,1829750.0,0.056,-0.9014,12,brand_model,theil_sen,arabam=13,13,0,True,True,LOW,0,12 gercek egitim kaydi (ham: 13). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=13).,True,,2023-2025,"15,970-63,000","1,490,000-1,829,750"
Toyota,Proace City Cargo,12,12,4,2021.0,2025.0,4800.0,32000.0,135000.0,700000.0,850500.0,1100000.0,0.1559,-0.7229,12,brand_model,theil_sen,arabam=12,12,0,True,True,LOW,0,12 gercek egitim kaydi (ham: 12). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=12).,True,,2021-2025,"4,800-135,000","700,000-1,100,000"
Volvo,V60,12,12,5,2011.0,2015.0,144439.0,194500.0,341000.0,875000.0,1014250.0,1385000.0,0.1423,-0.4963,12,brand_model,theil_sen,"arabam=10, kaggle=2",10,2,True,True,LOW,0,12 gercek egitim kaydi (ham: 12). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=10).,True,,2011-2015,"144,439-341,000","875,000-1,385,000"
Audi,Q4 E-tron,13,13,3,2023.0,2025.0,6005.0,25000.0,60000.0,2975000.0,3370000.0,4250000.0,0.1224,0.2398,13,brand_model,theil_sen,arabam=13,13,0,True,True,LOW,0,13 gercek egitim kaydi (ham: 13). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=13).,True,,2023-2025,"6,005-60,000","2,975,000-4,250,000"
Citroen,Xantia,13,13,5,1996.0,2000.0,200000.0,272000.0,535000.0,130000.0,200000.0,350000.0,0.2718,-0.0716,13,brand_model,theil_sen,"arabam=9, kaggle=4",9,4,True,True,LOW,0,"13 gercek egitim kaydi (ham: 13). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 200,000 <= p25 esigi 320,000).",True,,1996-2000,"200,000-535,000","130,000-350,000"
Citroen,ZX,13,13,5,1993.0,2001.0,126000.0,310000.0,405000.0,99000.0,125000.0,185000.0,0.2094,-0.2124,13,brand_model,theil_sen,"arabam=9, kaggle=4",9,4,True,True,LOW,0,"13 gercek egitim kaydi (ham: 13). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 125,000 <= p25 esigi 320,000).",True,,1993-2001,"126,000-405,000","99,000-185,000"
Daewoo,Espero,13,13,3,1996.0,1998.0,22222.0,230000.0,330000.0,85000.0,125000.0,229000.0,0.3113,0.1707,13,brand_model,theil_sen,"arabam=5, kaggle=8",5,8,True,True,LOW,0,"13 gercek egitim kaydi (ham: 13). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 125,000 <= p25 esigi 320,000).",True,,1996-1998,"22,222-330,000","85,000-229,000"
Jeep,Wrangler,17,13,9,1988.0,2016.0,79000.0,183000.0,397000.0,1590000.0,2585000.0,3295000.0,0.1773,-0.8719,13,brand_model,theil_sen,arabam=17,17,0,True,True,LOW,0,13 gercek egitim kaydi (ham: 17). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=17).,True,,1988-2016,"79,000-397,000","1,590,000-3,295,000"
Mercedes - Benz,CLC,13,13,3,2009.0,2011.0,74000.0,188000.0,330000.0,625000.0,885000.0,1125000.0,0.1746,-0.0018,13,brand_model,theil_sen,"arabam=11, kaggle=2",11,2,True,True,LOW,0,13 gercek egitim kaydi (ham: 13). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=11).,True,,2009-2011,"74,000-330,000","625,000-1,125,000"
Subaru,Outback,13,13,6,2010.0,2018.0,110000.0,216000.0,337000.0,878000.0,1275000.0,1699000.0,0.2169,-0.5535,13,brand_model,theil_sen,arabam=13,13,0,True,True,LOW,0,13 gercek egitim kaydi (ham: 13). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=13).,True,,2010-2018,"110,000-337,000","878,000-1,699,000"
Mercedes - Benz,EQA,14,14,4,2022.0,2025.0,8500.0,24250.0,55000.0,2625000.0,3049999.5,3550000.0,0.0914,-0.8476,14,brand_model,theil_sen,arabam=14,14,0,True,True,LOW,0,14 gercek egitim kaydi (ham: 14). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=14).,True,,2022-2025,"8,500-55,000","2,625,000-3,550,000"
Alfa Romeo,145,15,15,6,1995.0,2003.0,220000.0,275000.0,328000.0,149990.0,180000.0,350000.0,0.2807,-0.7489,15,brand_model,theil_sen,"arabam=4, kaggle=11",4,11,True,True,LOW,0,"15 gercek egitim kaydi (ham: 15). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 180,000 <= p25 esigi 320,000).",True,,1995-2003,"220,000-328,000","149,990-350,000"
Infiniti,FX,15,15,6,2004.0,2012.0,157000.0,228000.0,349000.0,760000.0,1199000.0,1650000.0,0.2114,-0.6425,15,brand_model,theil_sen,arabam=15,15,0,True,True,LOW,0,15 gercek egitim kaydi (ham: 15). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=15).,True,,2004-2012,"157,000-349,000","760,000-1,650,000"
Kia,Shuma,15,15,4,2000.0,2004.0,102300.0,285000.0,450000.0,175000.0,260000.0,420000.0,0.2619,-0.7967,15,brand_model,theil_sen,"arabam=5, kaggle=10",5,10,True,True,LOW,0,"15 gercek egitim kaydi (ham: 15). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 260,000 <= p25 esigi 320,000).",True,,2000-2004,"102,300-450,000","175,000-420,000"
Ford,Transit Kombi,16,16,7,2006.0,2015.0,205000.0,310000.0,522820.0,310000.0,487500.0,850000.0,0.3061,-0.6531,16,brand_model,theil_sen,arabam=16,16,0,True,True,LOW,0,16 gercek egitim kaydi (ham: 16). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=16).,True,,2006-2015,"205,000-522,820","310,000-850,000"
Rover,214,16,16,3,1997.0,1999.0,113000.0,258500.0,380000.0,115000.0,157500.0,289500.0,0.2781,-0.5694,16,brand_model,theil_sen,"arabam=8, kaggle=8",8,8,True,True,LOW,0,"16 gercek egitim kaydi (ham: 16). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 157,500 <= p25 esigi 320,000).",True,,1997-1999,"113,000-380,000","115,000-289,500"
Citroen,C4 SUV,17,17,5,2021.0,2026.0,6001.0,31500.0,95000.0,1160000.0,1475000.0,1900000.0,0.1258,-0.8086,17,brand_model,theil_sen,arabam=17,17,0,True,True,LOW,0,17 gercek egitim kaydi (ham: 17). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=17).,True,,2021-2026,"6,001-95,000","1,160,000-1,900,000"
Jeep,Avenger Electric,17,17,3,2023.0,2025.0,6001.0,37000.0,94000.0,1450000.0,1720000.0,1850000.0,0.0548,-0.7423,17,brand_model,theil_sen,arabam=17,17,0,True,True,LOW,0,17 gercek egitim kaydi (ham: 17). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=17).,True,,2023-2025,"6,001-94,000","1,450,000-1,850,000"
Suzuki,SJ,17,17,9,1988.0,1999.0,49000.0,98000.0,350000.0,360000.0,465000.0,999000.0,0.307,-0.4546,17,brand_model,theil_sen,arabam=17,17,0,True,True,LOW,0,17 gercek egitim kaydi (ham: 17). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=17).,True,,1988-1999,"49,000-350,000","360,000-999,000"
Hyundai,Coupe,18,18,9,1993.0,2008.0,128000.0,280000.0,350000.0,220000.0,457500.0,650000.0,0.3168,-0.6795,18,brand_model,theil_sen,"arabam=17, kaggle=1",17,1,True,True,LOW,0,18 gercek egitim kaydi (ham: 18). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=17).,True,,1993-2008,"128,000-350,000","220,000-650,000"
Ssangyong,Tivoli,18,18,4,2015.0,2023.0,24000.0,131000.0,313000.0,630000.0,1075000.0,1450000.0,0.1735,-0.6107,18,brand_model,theil_sen,arabam=18,18,0,True,True,LOW,0,18 gercek egitim kaydi (ham: 18). UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=18).,True,,2015-2023,"24,000-313,000","630,000-1,450,000"
Dacia,Spring,20,20,1,2023.0,2023.0,19800.0,45279.0,94000.0,569000.0,916750.0,1000000.0,0.0999,,20,brand_model,median,arabam=20,20,0,True,True,LOW,0,20 gercek egitim kaydi (ham: 20). model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=20).,False,tek model yili: yil ekseninde interpolasyon bolgesi yok,2023-2023,"19,800-94,000","569,000-1,000,000"
Maserati,Levante,21,20,8,2016.0,2024.0,6100.0,102000.0,230000.0,3395000.0,5600000.0,7950000.0,0.2491,-0.9138,20,brand_model,theil_sen,arabam=21,21,0,True,True,LOW,0,"20 gercek egitim kaydi (ham: 21). premium fiyat segmenti (medyan 5,600,000 >= p90 esigi 3,375,000); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=21).",True,,2016-2024,"6,100-230,000","3,395,000-7,950,000"
Maserati,Quattroporte,20,20,6,2006.0,2015.0,64301.0,141000.0,268000.0,2375000.0,4920000.0,7599000.0,0.2753,-0.6982,20,brand_model,theil_sen,"arabam=11, kaggle=9",11,9,True,True,LOW,0,"20 gercek egitim kaydi (ham: 20). premium fiyat segmenti (medyan 4,920,000 >= p90 esigi 3,375,000); fiyat araligi cok genis (max/min=3.2x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=11).",True,,2006-2015,"64,301-268,000","2,375,000-7,599,000"
Mercedes - Benz,Citan,20,20,2,2012.0,2013.0,296.0,270500.0,484913.0,440000.0,562500.0,825000.0,0.1499,0.2024,20,brand_model,theil_sen,arabam=20,20,0,True,True,LOW,0,20 gercek egitim kaydi (ham: 20). model yili cesitliligi cok dusuk (2 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=20).,True,,2012-2013,"296-484,913","440,000-825,000"
Mercedes - Benz,SL,23,20,11,1994.0,2023.0,0.0,139862.0,495000.0,750000.0,5932500.0,14750000.0,0.6118,-0.7547,20,brand_model,theil_sen,"arabam=18, kaggle=5",18,5,True,True,LOW,0,"20 gercek egitim kaydi (ham: 23). premium fiyat segmenti (medyan 5,932,500 >= p90 esigi 3,375,000); fiyat araligi cok genis (max/min=19.7x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=18).",True,,1994-2023,"0-495,000","750,000-14,750,000"
Cadillac,Escalade,22,21,14,2000.0,2023.0,25000.0,165000.0,375000.0,1450000.0,4490000.0,27500000.0,0.9834,-0.9219,21,brand_model,theil_sen,arabam=22,22,0,True,True,LOW,0,"21 gercek egitim kaydi (ham: 22). premium fiyat segmenti (medyan 4,490,000 >= p90 esigi 3,375,000); fiyat araligi cok genis (max/min=19.0x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=22). fiyat yasla guclu iliskili (corr=-0.9219) - genis fiyat araligi normal amortisman, veri tutarsizligi DEGIL; sentetik uretim DUZ interpolasyon yerine yil-fiyat egrisine gore yapilmali.",True,,2000-2023,"25,000-375,000","1,450,000-27,500,000"
Cupra,Terramar,24,21,2,2024.0,2025.0,6001.0,20000.0,47900.0,2750000.0,3065000.0,3315000.0,0.0588,-0.6158,21,brand_model,theil_sen,arabam=24,24,0,True,True,LOW,0,21 gercek egitim kaydi (ham: 24). model yili cesitliligi cok dusuk (2 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=24).,True,,2024-2025,"6,001-47,900","2,750,000-3,315,000"
Fiat,Fullback,22,21,2,2016.0,2017.0,141000.0,237000.0,415000.0,625000.0,799900.0,1175000.0,0.174,-0.4512,21,brand_model,theil_sen,arabam=22,22,0,True,True,LOW,0,21 gercek egitim kaydi (ham: 22). model yili cesitliligi cok dusuk (2 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=22).,True,,2016-2017,"141,000-415,000","625,000-1,175,000"
Smart,ForFour,22,21,6,2005.0,2019.0,82000.0,217000.0,361000.0,290000.0,400000.0,1149000.0,0.447,-0.9443,21,brand_model,theil_sen,"arabam=9, kaggle=13",9,13,True,True,LOW,0,21 gercek egitim kaydi (ham: 22). fiyat araligi cok genis (max/min=4.0x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir).,True,,2005-2019,"82,000-361,000","290,000-1,149,000"
Ford,Galaxy,22,22,13,1998.0,2016.0,70000.0,297500.0,480000.0,295000.0,595000.0,1645000.0,0.4712,-0.8058,22,brand_model,theil_sen,"arabam=19, kaggle=3",19,3,True,True,LOW,0,22 gercek egitim kaydi (ham: 22). fiyat araligi cok genis (max/min=5.6x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=19).,True,,1998-2016,"70,000-480,000","295,000-1,645,000"
Chery,Tiggo 7,23,23,2,2025.0,2026.0,6000.0,6100.0,15000.0,2025000.0,2190000.0,2440000.0,0.0477,-0.4515,23,brand_model,theil_sen,arabam=23,23,0,True,True,LOW,0,23 gercek egitim kaydi (ham: 23). model yili cesitliligi cok dusuk (2 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=23).,True,,2025-2026,"6,000-15,000","2,025,000-2,440,000"
Chevrolet,Trax,23,23,1,2013.0,2013.0,56000.0,163000.0,249000.0,600000.0,779999.0,975000.0,0.1177,,23,brand_model,median,arabam=23,23,0,True,True,LOW,0,23 gercek egitim kaydi (ham: 23). model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=23).,False,tek model yili: yil ekseninde interpolasyon bolgesi yok,2013-2013,"56,000-249,000","600,000-975,000"
Mercedes - Benz,SLK,23,23,11,1997.0,2014.0,66000.0,174000.0,280000.0,560000.0,1235000.0,3227900.0,0.5137,-0.8679,23,brand_model,theil_sen,"arabam=14, kaggle=9",14,9,True,True,LOW,0,23 gercek egitim kaydi (ham: 23). fiyat araligi cok genis (max/min=5.8x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=14).,True,,1997-2014,"66,000-280,000","560,000-3,227,900"
Kia,Carnival,24,24,9,2000.0,2009.0,128000.0,272000.0,440000.0,250000.0,450000.0,750000.0,0.295,-0.7597,24,brand_model,theil_sen,"arabam=16, kaggle=8",16,8,True,True,LOW,0,24 gercek egitim kaydi (ham: 24). fiyat araligi cok genis (max/min=3.0x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=16).,True,,2000-2009,"128,000-440,000","250,000-750,000"
Proton,Gen 2,26,24,6,2006.0,2011.0,116000.0,231500.0,332000.0,100000.0,284500.0,360950.0,0.2176,-0.3216,24,brand_model,theil_sen,"arabam=12, kaggle=14",12,14,True,True,LOW,0,"24 gercek egitim kaydi (ham: 26). fiyat araligi cok genis (max/min=3.6x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 284,500 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=12).",True,,2006-2011,"116,000-332,000","100,000-360,950"
Smart,ForTwo,24,24,12,2000.0,2018.0,54000.0,155500.0,205000.0,339950.0,487500.0,1049000.0,0.319,-0.847,24,brand_model,theil_sen,"arabam=15, kaggle=9",15,9,True,True,LOW,0,24 gercek egitim kaydi (ham: 24). fiyat araligi cok genis (max/min=3.1x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=15).,True,,2000-2018,"54,000-205,000","339,950-1,049,000"
BYD,Sealion 7,25,25,1,2025.0,2025.0,0.0,6500.0,21100.0,2525000.0,2710000.0,3985000.0,0.1314,,25,brand_model,median,arabam=25,25,0,True,True,LOW,0,25 gercek egitim kaydi (ham: 25). model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=25).,False,tek model yili: yil ekseninde interpolasyon bolgesi yok,2025-2025,"0-21,100","2,525,000-3,985,000"
Mitsubishi,Pajero,25,25,16,1985.0,2015.0,99999.0,306888.0,580000.0,465000.0,750000.0,2000000.0,0.4416,-0.7723,25,brand_model,theil_sen,arabam=25,25,0,True,True,LOW,0,25 gercek egitim kaydi (ham: 25). fiyat araligi cok genis (max/min=4.3x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=25).,True,,1985-2015,"99,999-580,000","465,000-2,000,000"
Renault,Austral,194,25,2,2023.0,2024.0,23836.0,65000.0,140000.0,1715000.0,1899000.0,1975000.0,0.0436,-0.2069,25,brand_model,theil_sen,arabam=194,194,0,True,True,LOW,0,25 gercek egitim kaydi (ham: 194). model yili cesitliligi cok dusuk (2 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=194).,True,,2023-2024,"23,836-140,000","1,715,000-1,975,000"
Chery,Tiggo 8,36,26,1,2025.0,2025.0,6000.0,10100.0,35000.0,2138750.0,2350000.0,2450000.0,0.0307,,26,brand_model,median,arabam=36,36,0,True,True,LOW,0,26 gercek egitim kaydi (ham: 36). model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=36).,False,tek model yili: yil ekseninde interpolasyon bolgesi yok,2025-2025,"6,000-35,000","2,138,750-2,450,000"
Mercedes - Benz,G,71,26,14,1986.0,2025.0,6001.0,135122.5,500000.0,3200000.0,7075000.0,14640000.0,0.4468,-0.793,26,brand_model,theil_sen,arabam=71,71,0,True,True,LOW,0,"26 gercek egitim kaydi (ham: 71). premium fiyat segmenti (medyan 7,075,000 >= p90 esigi 3,375,000); fiyat araligi cok genis (max/min=4.6x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=71).",True,,1986-2025,"6,001-500,000","3,200,000-14,640,000"
Bentley,Continental,28,27,14,2008.0,2024.0,6001.0,38000.0,165000.0,4250000.0,13250000.0,48500000.0,0.6944,-0.9505,27,brand_model,theil_sen,"arabam=11, kaggle=17",11,17,True,True,LOW,0,"27 gercek egitim kaydi (ham: 28). premium fiyat segmenti (medyan 13,250,000 >= p90 esigi 3,375,000); fiyat araligi cok genis (max/min=11.4x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=11).",True,,2008-2024,"6,001-165,000","4,250,000-48,500,000"
Peugeot,e-308,27,27,3,2023.0,2025.0,6001.0,24000.0,57000.0,355000.0,1648950.0,1920000.0,0.1803,-0.2303,27,brand_model,theil_sen,"arabam=19, kaggle=8",19,8,True,True,LOW,0,27 gercek egitim kaydi (ham: 27). fiyat araligi cok genis (max/min=5.4x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=19).,True,,2023-2025,"6,001-57,000","355,000-1,920,000"
Ssangyong,Rexton,27,27,10,2004.0,2016.0,142000.0,245000.0,369000.0,435000.0,850000.0,1360000.0,0.2861,-0.8968,27,brand_model,theil_sen,arabam=27,27,0,True,True,LOW,0,27 gercek egitim kaydi (ham: 27). fiyat araligi cok genis (max/min=3.1x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=27).,True,,2004-2016,"142,000-369,000","435,000-1,360,000"
